depmap_id,crispr_score,cell_line_name,cancer_type,lineage,is_dependency,gene_symbol
ACH-001228,-0.1881746597423006,UPCI-SCC-152,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-001329,-0.1554277058790088,ANGM-CSS,Diffuse Glioma,CNS/Brain,False,CA9
ACH-001374,-0.1359242928360961,PA-1 [PA1],Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,False,CA9
ACH-001393,-0.0496983469838048,SUM-190PT,Invasive Breast Carcinoma,Breast,False,CA9
ACH-001418,0.016514030158291,UWB1.289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CA9
ACH-001419,-0.0323266437386857,VP229,Invasive Breast Carcinoma,Breast,False,CA9
ACH-001497,0.1026308460250659,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
ACH-001513,-0.2141601261105907,HCA-1,Cervical Adenocarcinoma,Cervix,False,CA9
ACH-001539,-0.0311389235847518,KML-1,Mature B-Cell Neoplasms,Lymphoid,False,CA9
ACH-001544,0.0972493420160044,KYAE-1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
ACH-001570,-0.116138033254539,MM426,Melanoma,Skin,False,CA9
ACH-001603,0.0806353675284426,NH-12,Neuroblastoma,Peripheral Nervous System,False,CA9
ACH-001650,-0.0761775461210546,SISO,Cervical Adenocarcinoma,Cervix,False,CA9
ACH-001675,0.0671913048527436,TR146,Head and Neck Squamous Cell Carcinoma,Head and Neck,False,CA9
ACH-001794,-0.0668732865555095,93T449,Liposarcoma,Soft Tissue,False,CA9
ACH-001802,-0.0050763643089397,LPS853,Liposarcoma,Soft Tissue,False,CA9
ACH-001972,-0.0928945772278235,MM473,Melanoma,Skin,False,CA9
ACH-001993,0.067165557397809,NALM-16,B-Cell Acute Lymphoblastic Leukemia,Lymphoid,False,CA9
ACH-002002,-0.0151277072461865,A375 SKIN CJ2,Melanoma,Skin,False,CA9
ACH-002052,-0.056954915418421,Lu-139,Lung Neuroendocrine Tumor,Lung,False,CA9
ACH-002055,0.0060216039118655,TL-1,Mature B-Cell Neoplasms,Lymphoid,False,CA9
ACH-002161,-0.1539480684925692,MKN28,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
ACH-002263,-0.079011608682699,KYSE-220,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,False,CA9
ACH-002284,-0.1603688634367241,NB6,Neuroblastoma,Peripheral Nervous System,False,CA9
ACH-002463,0.0030004530178227,RPE1-ss77,Non-Cancerous,Eye,False,CA9
ACH-002471,0.1890745400303601,OS052,Osteosarcoma,Bone,False,CA9
ACH-002511,0.1026286940028575,M104325,Melanoma,Skin,False,CA9
ACH-002512,0.2310930336897835,MM160113,Melanoma,Skin,False,CA9
ACH-002654,-0.0151209995715789,JVE-015,Colorectal Adenocarcinoma,Bowel,False,CA9
ACH-002780,0.0621166882875436,NCC-ES1-C1,Ewing Sarcoma,Bone,False,CA9
ACH-002784,0.0175904154583836,NCC-UPS2-C1,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,False,CA9
ACH-002799,-0.0682697581544394,NCC-MPNST1-C1,Nerve Sheath Tumor,Peripheral Nervous System,False,CA9
ACH-002806,-0.0274028909058976,TB096,Diffuse Glioma,CNS/Brain,False,CA9
ACH-000018,-0.3203938655086825,T24,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,False,CA9
ACH-000029,-0.0403986346715421,HCC-827-GR5,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000036,-0.0977687230860986,U343,Diffuse Glioma,CNS/Brain,False,CA9
ACH-000048,-0.3115542822947084,TOV-112D,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,False,CA9
ACH-000053,0.0039511003437296,KARPAS-299,Mature T and NK Neoplasms,Lymphoid,False,CA9
ACH-000087,-0.0945626038874132,SK-ES-1,Ewing Sarcoma,Bone,False,CA9
ACH-000097,-0.1797645613025187,ZR-75-1,Invasive Breast Carcinoma,Breast,False,CA9
ACH-000108,-0.2164423288950653,KP-3,Adenosquamous Carcinoma of the Pancreas,Pancreas,False,CA9
ACH-000120,-0.2049917100590857,CHP-212,Neuroblastoma,Peripheral Nervous System,False,CA9
ACH-000143,-0.0212368042350045,HCC2429,Non-Small Cell Lung Cancer,Lung,False,CA9
ACH-000183,0.0661251713077799,L-363,Mature B-Cell Neoplasms,Lymphoid,False,CA9
ACH-000190,0.0253454604712221,HD-MY-Z,Acute Myeloid Leukemia,Myeloid,False,CA9
ACH-000195,-0.0276183043161762,Set-2,Acute Myeloid Leukemia,Myeloid,False,CA9
ACH-000198,-0.0694674489597445,EOL-1,Acute Myeloid Leukemia,Myeloid,False,CA9
ACH-000235,-0.1867023378184471,Panc 04.03,Pancreatic Adenocarcinoma,Pancreas,False,CA9
ACH-000255,-0.0671969377547741,LMSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,False,CA9
